index,x,y,is_super,final_state,secondary_infections
211,8.320189,2.740631,0,2,4
212,9.204938,5.963728,0,2,1
213,4.904226,4.156361,0,2,1
214,6.667640,4.131588,0,2,0
215,5.374247,0.376691,0,0,0
216,2.193611,7.429694,0,2,0
217,3.196145,9.863191,1,2,0
218,5.463079,2.225589,0,2,0
219,5.118130,3.466053,0,2,0
220,9.544950,3.843749,0,2,0
221,2.641884,4.791064,1,2,3
222,1.002259,1.048948,0,2,0
223,9.465475,7.282401,0,2,1
224,3.784663,3.854505,0,2,0
225,5.639927,3.760837,0,2,0
226,9.521722,5.390817,0,2,0
227,3.083726,9.106470,0,2,1
228,1.986566,7.284007,0,2,2
229,3.981711,7.953140,0,2,0
230,0.545656,5.605083,0,2,1
231,4.680345,4.848782,0,2,0
232,0.981620,1.813208,0,2,1
233,9.370360,0.238849,0,2,0
234,0.539476,2.678599,0,2,0
235,5.791678,7.901128,0,2,3
236,3.979267,4.715436,0,2,3
237,0.364838,0.540582,0,2,0
238,4.072919,7.480672,0,2,0
239,2.504637,5.775502,0,2,0
240,8.980317,1.340388,0,2,2
241,8.056519,5.924264,0,2,0
242,8.723269,7.498705,0,2,0
243,2.584383,6.653779,0,2,1
244,4.979522,8.540646,1,2,5
245,4.829603,9.259788,0,2,0
246,3.602396,1.331183,0,2,1
247,3.379293,5.286130,0,2,2
248,6.575248,6.852418,0,2,0
249,6.256551,8.644035,0,2,0
250,2.850749,7.161009,0,2,1
251,4.130411,3.284118,0,2,0
252,3.492956,8.577798,1,2,1
253,0.251103,6.946328,0,2,0
254,9.201892,7.778877,0,2,0
255,6.541643,8.164652,0,2,0
256,6.103962,8.101328,0,2,0
257,7.713054,3.248718,0,2,1
258,4.318580,2.973148,0,2,0
259,8.004872,2.801536,0,2,0
260,8.699649,3.363391,1,2,2
261,6.088983,5.931870,0,2,0
262,2.508013,3.437207,1,2,13
263,9.399428,2.309735,0,2,0
264,4.257760,0.486402,0,2,0
265,6.615224,6.168668,0,2,1
